,Name,City,Cuisines,Average Cost,Aggregate Rating
3067,Rajdhani Thali Restaurant,Staunton,"Desserts, Italian, French, Bakery, Seafood",95,3.6
3068,Route 04,Everett,"Tea, Bakery",45,3.5
3069,Sbarro,Rochester,"Desserts, Italian, Mexican, Bakery, BBQ",60,3.5
3070,Shake Square,Melbourne,"Desserts, Fast Food",91,3.7
3071,South Indian Snacks,Yakutat,"Cafe, BBQ",82,3.6
3072,SSKY Bar & Lounge,Charleston,"Tea, Bakery, Desserts, Fast Food",32,3.5
3073,Starbucks,Nantucket,"French, Bakery, Fast Food, Cafe, Seafood",28,3.8
3074,Subway,Fayetteville,"Pizza, Italian, Bakery, BBQ, Indian",52,3.5
3075,Tamasha,St. Petersburg,"Tea, French, Bakery",52,3.7
3076,Taste of China,Idaho Falls,"French, Bakery, Fast Food, Indian, Seafood",19,3.5
3077,Teddy Boy,Marquette,"Pizza, Bakery, Desserts, Seafood",99,3.9
3078,The Beer Cafe - BIGGIE,Texarkana,"Cafe, Pizza, Mediterranean, Fast Food",13,3.8
3079,The Flying Saucer Cafe,Augusta,"Desserts, Pizza, BBQ, Cafe, Indian",19,3.9
3080,The Junkyard Cafe,Omaha,"Desserts, Tea, Italian, BBQ, Fast Food, Indian",42,3.9
3081,The Luggage Room Kitchen And Bar,Elmira,"Pizza, American, BBQ, Fast Food",13,3.5
3082,The Rolling Joint,Nome,"Tea, BBQ, Bakery, Desserts",37,3.9
3083,The Vault Cafe,Madison,"Cafe, Mexican, Pizza, Desserts",30,3.9
3084,Veda,Dodge City,"Desserts, Tea, Bakery, Chinese, Seafood",36,3.9
3085,Warehouse Cafe,Chattanooga,"Fast Food, Pizza, Seafood",90,3.7
3086,Zaffran,College Station,"Pizza, Italian, Bakery, BBQ, Fast Food, Indian",77,3.9
3087,Zen,Hattiesburg,"Desserts, BBQ, Bakery, Cafe, Indian, Mediterranean",78,3.5
3088,Zizo,Harlingen,"Pizza, Italian, Cafe, Mediterranean, Seafood",84,3.9
3089,Kettle & Kegs,State College,"Bakery, BBQ, Cafe",80,0.0
3090,Ovenstory Pizza,Kahului,"Tea, Desserts, Fast Food",57,0.0
3091,Shree Hari Vaishnav Dhaba,Charlotte,"Bakery, Pizza, American, Cafe",97,0.0
3092,38 Barracks,Flagstaff,"Tea, Chinese, Mediterranean, Desserts",35,4.4
3093,Ambrosia Bliss,Hyannis,"Seafood, Pizza, Cafe, Italian",97,4.0
3094,Ardor 2.1,Clarksburg,"Tea, Cafe, Desserts",27,4.1
3095,Barbeque Nation,Des Moines,"French, Seafood, Desserts, Fast Food",12,4.1
3096,Bikkgane Biryani,Lake Charles,"Desserts, Tea, Pizza, Italian, Mexican, Seafood",44,4.1
3097,Biryani Blues,Jacksonville,"Tea, French, Pizza",93,4.0
3098,Caffe 9,Salina,"Cafe, Bakery, BBQ, Seafood",71,4.2
3099,Excuse Me Boss,Clarksburg,"Tea, Seafood",19,4.1
3100,Fa Yian,Fayetteville,"Desserts, Tea, Cafe, Chinese, Indian",63,4.0
3101,Farzi Cafe,Newburgh,"Desserts, Pizza, French, BBQ, Cafe, American",92,4.4
3102,Fuji Japanese Restaurant,Vernal,"Mexican, Pizza, BBQ, Fast Food",66,4.0
3103,Healthy Routes,Redding,"Tea, Cafe, Pizza",10,4.0
3104,HotMess,Santa Ana,"Tea, Fast Food, Cafe, Indian, Seafood",13,4.3
3105,House of Commons,St. Cloud,"Bakery, BBQ",85,4.0
3106,Johnny Rockets,Las Vegas,"Bakery, BBQ, Seafood",44,4.0
3107,Odeon Social,Bristol,"Tea, Mexican, Bakery, Cafe, American",80,4.1
3108,Pebble Street,Houston,"Tea, American, Mediterranean, BBQ",73,4.0
3109,Piali - The Curry Bistro,Des Moines,"Chinese, Pizza, Cafe, Seafood",45,4.1
3110,Saravana Bhavan,Bozeman,"Tea, American, Desserts",38,4.3
3111,Smoke On Water,Eau Claire,"Desserts, Tea, Pizza, Italian, Cafe",81,4.1
3112,Starbucks,St. Louis,"Tea, French, Cafe, Fast Food",92,4.1
3113,The Darzi Bar & Kitchen,Bend,"Cafe, Desserts, Fast Food",62,4.1
3114,The G.T. Road,Newport News,"Desserts, Italian, Mexican, BBQ, Fast Food, Seafood",45,4.3
3115,The Town House Cafe,Lubbock,"Tea, American, BBQ, Cafe, Indian, Seafood",90,4.0
3116,United Coffee House,Kalispell,"Tea, Bakery, BBQ, Fast Food",81,4.1
3117,Unplugged Courtyard,Charlotte,"Desserts, French, Bakery, Cafe, Seafood",54,4.0
3118,Wenger's Deli,North Platte,"Tea, Seafood",78,4.3
3119,Wenger's,Rochester,"Cafe, Bakery, American, Mediterranean",78,4.3
3120,{Niche} - Cafe & Bar,Cedar City,"Tea, Mexican, American, BBQ",74,4.1
3121,Chicken Minar,Los Angeles,"Bakery, Fast Food",25,2.6
3122,G Lounge,Tampa,"Tea, Cafe, Indian",33,3.2
3123,Gyms Kook,Yuma,"Tea, Pizza, Italian, Mexican, Bakery, Seafood",73,3.3
3124,Burger Joint,Sitka,"BBQ, Indian, Desserts",35,3.5
3125,Eleven to Eleven,Ketchikan,"Tea, Mexican, BBQ, Cafe, Seafood",65,3.1
3126,Le Chef,Kodiak,"Desserts, Tea, Pizza, Bakery, Chinese",73,3.3
3127,McDonald's,Kalispell,"Tea, Mexican, Fast Food, Indian, Seafood",82,3.4
3128,The Buffet Wagon,Savannah,"Cafe, Desserts, Indian, BBQ",69,3.3
3129,Haldiram's,Williston,"Tea, Mexican, Bakery, BBQ",54,3.5
3130,Connexions Bar - Crowne Plaza,Redding,"French, Bakery, American, Cafe",20,3.5
3131,Deli - Crowne Plaza,International Falls,"Bakery, Mexican, American, BBQ",28,3.7
3132,Lobby Lounge - Crowne Plaza,Atlantic City,"Tea, Desserts, American, BBQ",47,3.2
3133,Infinity - Crowne Plaza,Huntsville,"Cafe, Desserts, Seafood",51,3.5
3134,Fiery Grills,Pasco,"Desserts, American, BBQ, Seafood",91,3.3
3135,McDonald's,Bloomington,"Tea, Indian, BBQ",68,3.4
3136,Cafe Desire,Burbank,"Bakery, Desserts, Seafood",52,3.5
3137,Haldiram's,Lynchburg,"Bakery, Indian, Desserts, Seafood",79,3.7
3138,Kake Di Hatti,Rochester,"Tea, Seafood, Bakery, Fast Food",16,3.5
3139,Akash Deep,Duluth,"Chinese, Pizza, BBQ, Bakery",39,2.8
3140,Al Saad Foods,Minneapolis,"BBQ, Mediterranean, Seafood",44,3.2
3141,Cafe Coffee Day,Pago Pago,"Mexican, Bakery, Desserts",51,2.8
3142,Chandrika,Iron Mountain,"Cafe, Pizza, BBQ",11,2.9
3143,Dawat-E-Chaman,Decatur,"Chinese, BBQ, Fast Food, Cafe, Mediterranean",42,3.4
3144,Kallu Nihari,Augusta,"Tea, Pizza, Mediterranean",57,3.0
3145,King Bikaneri,Durango,"Seafood, Indian, BBQ, Fast Food",87,2.9
3146,Manchanda Bakery,San Juan,"Fast Food, BBQ, Desserts, Italian",76,3.1
3147,McDonald's,Hartford,"Pizza, American, BBQ, Seafood",46,2.8
3148,Mehta Restaurant,Santa Ana,"Mediterranean, Desserts, Seafood",95,3.2
3149,Shree Jee Rasoi,Lynchburg,"Pizza, Fast Food, Cafe, Mediterranean, Seafood",36,3.0
3150,Taj Snacks,San Francisco,"Desserts, Tea, Italian, Bakery, BBQ",78,3.0
3151,Zaika,San Francisco,"Desserts, BBQ, Bakery, Indian, Mediterranean",57,3.4
3152,Bagli's Kitchen,Melbourne,"Bakery, Indian, Seafood",15,3.7
3153,Bhaja Govindam,Bemidji,"Fast Food, Pizza, Desserts, Seafood",33,3.8
3154,Changezi Chicken,Evansville,"Chinese, Mexican, BBQ, Seafood",14,3.7
3155,Dilli Gate,Bristol,"Seafood, Bakery, Pizza, Italian",75,3.5
3156,Jahangeer Foods,Albany,"Tea, Pizza, Italian, BBQ, Cafe",59,3.8
3157,Moti Mahal,Eugene,"French, Seafood, Desserts, Italian",72,3.6
3158,Nandlal Ka Dhaba,Cody,"Fast Food, Seafood",77,3.6
3159,Sugandh,Dubuque,"Tea, Pizza, BBQ, Fast Food, Mediterranean",70,3.7
3160,Suvidha Vegetarian,Fort Lauderdale,"Bakery, Fast Food",55,3.6
3161,Anupam Jalpan,Lihue,"Tea, Chinese, Pizza",32,0.0
3162,Aunty's Kitchen,Waco,"Tea, Pizza, Italian, Cafe, Mediterranean",97,0.0
3163,Cafe Coffee Day,Rockford,"Chinese, Desserts, Pizza, Cafe, Mediterranean",28,0.0
3164,Delhi 6 Foods,Redding,"BBQ, Bakery, Fast Food, Cafe, American, Mediterranean",47,0.0
3165,Fry Centre,Roanoke,"Fast Food, BBQ, Desserts, Seafood",47,0.0
3166,Hilal Hotel Nihari,Owensboro,"Tea, Pizza, Cafe, American, Mediterranean, Seafood",58,0.0
3167,Iqbal's Mughal Cuisine,Marquette,"Desserts, Pizza, French, BBQ, Bakery, Chinese",70,0.0
3168,Kake Di Hatti Punjabi Khana,Melbourne,"Pizza, BBQ, Italian",42,0.0
3169,Kaushal Dhaba,North Platte,"Tea, Pizza, French, Mexican, Cafe",69,0.0
3170,Khan Foods,Bishop,"Cafe, Bakery, Pizza, Desserts",20,0.0
3171,Kumar Sweet House,Hibbing,"Chinese, BBQ, Desserts",77,0.0
3172,Negi Restaurant,Myrtle Beach,"Tea, Bakery, Pizza, Seafood",46,0.0
3173,Old Delhi Food Factory,Hilton Head,"Chinese, Desserts, Fast Food",57,0.0
3174,Parantha Point,Lake Charles,"Desserts, Pizza, French, BBQ, Seafood",28,0.0
3175,R.P.W Pizza,Sioux Falls,"French, Bakery, Indian, Fast Food",53,0.0
3176,Rajdhani Restaurant,Baltimore,"French, Pizza, Desserts, Fast Food",30,0.0
3177,Roll's World,Fort Wayne,"Fast Food, Bakery, Desserts, Italian",52,0.0
3178,Shree Krishna Dhaba,Watertown,"Tea, Cafe, Bakery, Chinese, Seafood",51,0.0
3179,Taj Chicken Point,Palm Springs,"Mexican, BBQ, Seafood",95,0.0
3180,Domino's Pizza,Provo,"Desserts, Mexican, BBQ, Fast Food, Cafe",34,2.3
3181,Delhi 6 - Royal Cuisine Of The Walled City,International Falls,"Desserts, Pizza, French, Fast Food, Seafood",96,4.1
3182,Food Hub,Scranton,"Tea, Cafe, Bakery, Pizza",39,3.0
3183,RR China Tawun,Daytona Beach,"Pizza, BBQ, Fast Food, American, Seafood",63,0.0
3184,Aka Saka,Baton Rouge,"Tea, Cafe, Bakery, BBQ, Chinese, Indian",46,3.3
3185,Anil Mishtan Wala,Deadhorse,"Pizza, Mexican, Fast Food, Cafe, Seafood",90,3.1
3186,Barista,Lynchburg,"Tea, Pizza, Fast Food, Chinese, Mediterranean",99,3.3
3187,Cafe 1 Fast Food,Santa Ana,"Bakery, Fast Food",46,3.0
3188,Cake Central - Premier Cake Design Studio,Charlottesville,"Pizza, American, BBQ, Fast Food",21,3.4
3189,Chawla's Tandoori Junction,Anchorage,"Tea, Mexican, Bakery, Fast Food, Cafe, Indian",33,3.3
3190,Chawnsan Chef,Victoria,"Seafood, Bakery, Desserts, Italian",96,3.4
3191,Choco Kraft,Los Angeles,"French, BBQ, Fast Food, Cafe, Mediterranean",20,3.2
3192,Colonel's Kababz,Waterloo,"Chinese, Cafe, Fast Food",94,3.2
3193,Confectionately Seerat's,Pago Pago,"Tea, Bakery, BBQ",72,3.2
3194,Country Curries,Waterloo,"Tea, Pizza",77,2.7
3195,Domino's Pizza,Indianapolis,"Cafe, Mexican, Desserts, Seafood",67,2.5
3196,Duggal's Rasoi,Brownsville,"Tea, Indian, Seafood",20,3.4
3197,Firefly India,Dallas,"Cafe, Bakery, American, Italian",87,3.4
3198,Fluffles - The Fluffy Waffle Co.,Dillingham,"Cafe, Desserts, Indian, BBQ",100,2.5
3199,Giani's,Moab,"Desserts, Tea, Bakery, Cafe, Mediterranean",63,2.8
3200,Giani,Long Beach,"Desserts, Pizza, Italian, French, Bakery, Cafe",11,3.3
3201,Green Chick Chop,North Platte,"Desserts, Pizza, Mexican, BBQ, Chinese",88,2.7
3202,Gulshan Fish & Chicken Fry,Fayetteville,"Desserts, Fast Food",89,3.2
3203,Kitchen22,Santa Fe,"Bakery, BBQ, Cafe, American, Seafood",64,3.1
3204,La Chocoallure,Bristol,"Pizza, BBQ",65,2.9
3205,Little Dragon,Des Moines,"Fast Food, Tea, Seafood",62,2.9
3206,Maddi Sweet Centre,Lawton,"French, Desserts, Fast Food",39,3.2
3207,Man Vs Food The Kitchen,Yuma,"Bakery, Pizza, American",35,3.1
3208,MB's,Santa Rosa,"Indian, BBQ, Cafe, American, Seafood",65,3.1
3209,Moet's Sizzlers,Madison,"French, Bakery, Pizza, Mediterranean",10,3.0
3210,Oberoi's,Pasco,"Desserts, Tea, Pizza, Cafe, Mediterranean",73,3.2
3211,Punjabee's Darbar,Colorado Springs,"Tea, Pizza, BBQ, Fast Food",53,3.3
3212,Qureshi's Kabab Corner,Martha's Vineyard,"Pizza, Mexican, Bakery, BBQ, Seafood",49,3.4
3213,Saleem's Restaurant,Lewiston,"BBQ, Mediterranean, Seafood",72,3.2
3214,Suri Saab Restaurant,Albuquerque,"Mexican, Mediterranean, Desserts, Seafood",50,3.0
3215,The Sweet Boutique,Punta Gorda,"Pizza, BBQ, Fast Food, Cafe, American",84,3.3
3216,Tibb's Frankie,Shreveport,"Desserts, BBQ, Fast Food, Mediterranean, Seafood",87,3.2
3217,Veg Ex,Alamosa,"BBQ, Fast Food, Cafe, Indian, Seafood",33,3.4
3218,Zaaika Junction,Dallas,"Desserts, Seafood",48,2.6
3219,28 Capri Italy,Baltimore,"Cafe, Desserts, Fast Food",28,3.9
3220,4S Chinese Restaurant,Portsmouth,"Tea, Cafe, Bakery, Indian",77,3.5
3221,Amici Cafe,Watertown,"Tea, Indian, Fast Food",32,3.6
3222,Angels in my Kitchen,Santa Barbara,"Seafood, Pizza, BBQ, Fast Food",60,3.8
3223,Arabian Delites,Elmira,"Pizza, American, BBQ, Seafood",16,3.6
3224,Baskin Robbins,Del Rio,"Seafood, Desserts, Italian",52,3.7
3225,Cafe Brown Sugar,Ponce,"Tea, Pizza, American, Fast Food",49,3.7
3226,Chakhnaa Wala,Billings,"Desserts, Tea, Bakery, Mediterranean, Seafood",58,3.5
3227,Cocoberry,Daytona Beach,"Bakery, Desserts, Seafood",83,3.6
3228,Concept,El Paso,"Bakery, Pizza, Desserts",93,3.9
3229,Deez Biryani & Kebabs,Erie,"BBQ, Desserts, Seafood",50,3.7
3230,Def Col Social,New Orleans,"Tea, Italian, Bakery, Indian, Seafood",52,3.9
3231,D韄ner Grill,Charleston,"French, Pizza, Seafood, Italian",67,3.8
3232,Hong Kong Express,Billings,"BBQ, Mediterranean, Seafood",43,3.8
3233,Kent's Fast Food,Little Rock,"Tea, Chinese, Bakery",89,3.7
3234,Koyla Kebab,Salisbury,"Cafe, Indian, Desserts",83,3.6
3235,Meraki Cafe & Bar,Nome,"Fast Food, Seafood",39,3.6
3236,Milk Patisserie,Fort Dodge,"Fast Food, Seafood",38,3.8
3237,Moets Curry Leaf,Dillingham,"Fast Food, BBQ, Mediterranean, Seafood",38,3.5
3238,Moets Oh! Bao,San Francisco,"Pizza, American, Desserts",60,3.6
3239,Moets Shack,Waterloo,"Cafe, Mediterranean, Seafood",28,3.7
3240,Moets Stone,Hancock,"Tea, Pizza, BBQ, Cafe, Indian",57,3.8
3241,Moti Mahal Delux,Laramie,"Tea, American, Desserts, Fast Food",43,3.8
3242,Nizam's Kathi Kabab,Pensacola,"Desserts, BBQ, Fast Food, American, Mediterranean",32,3.8
3243,NYC.PIE,Clarksburg,"Bakery, Indian, Mediterranean, Seafood",44,3.8
3244,Raro,Kotzebue,"Tea, Bakery, Italian",84,3.7
3245,Sagar Ratna,Wrangell,"French, BBQ, Cafe",58,3.7
3246,Subway,Shreveport,"Mexican, Pizza, BBQ, Fast Food",92,3.6
3247,Swagath,Wrangell,"Pizza, Italian, Bakery, BBQ, Seafood",28,3.9
3248,The Jugaad Cafe Bar,Aguadilla,"Cafe, Pizza, Mediterranean",35,3.8
3249,Chicken Biryani Centre,Jacksonville,"Fast Food, Cafe, Pizza, Italian",55,0.0
3250,Ekta Restaurant,Iron Mountain,"Cafe, Bakery, Mediterranean",11,0.0
3251,Garam Masala,Fort Myers,"Tea, Desserts, Fast Food",63,0.0
3252,Gulati Food Corner,Paducah,"Fast Food, Tea, Seafood",68,0.0
3253,Kolkatta Kathi Roll,Palm Springs,"Tea, Cafe, Pizza, Mexican, Bakery, Chinese",63,0.0
3254,Muradabadi Shahi Biryani & Chicken Corner,Kansas City,"Cafe, Mexican, Mediterranean, Seafood",61,0.0
3255,Rara Dragon,Louisville,"Tea, Cafe, Mediterranean, Fast Food",21,0.0
3256,Mehfil,Elmira,"Fast Food, Pizza, Bakery, Seafood",73,2.4
3257,Bonne Bouche,San Francisco,"Tea, Chinese, American, Cafe",21,4.1
3258,Cafe Yell,Bend,"Tea, Bakery, Italian",28,4.4
3259,Defence Bakery,Richmond,"BBQ, Seafood",36,4.1
3260,Desi Vibes,Johnstown,"Mexican, BBQ, Pizza",18,4.0
3261,Ek Bar,Adak Island,"Cafe, Bakery, Seafood, Italian",41,4.1
3262,Hwealthcafe,Decatur,"Pizza, Bakery, Desserts, Fast Food",44,4.1
3263,Kathputli,Latrobe,"Fast Food, Tea, Mexican, Italian",85,4.1
3264,Kulfiano,Salt Lake City,"Tea, Cafe, BBQ",99,4.0
3265,Number 31,Richmond,"Tea, Chinese, Mexican, Pizza",97,4.2
3266,RoadRomeo,Portsmouth,"Tea, Fast Food",59,4.0
3267,Sagar Ratna,College Station,"Desserts, Tea, Pizza, Fast Food, Mediterranean",21,4.0
3268,The Culinary Pitaara,Charleston,"Tea, Italian, Bakery, BBQ, Cafe",23,4.2
3269,Whipped,Traverse City,"Cafe, Indian, BBQ",90,4.2
3270,Milko's,Providence,"Indian, BBQ, Fast Food",70,0.0
3271,Mom's Bake,Sioux Falls,"Tea, Cafe, Pizza, BBQ",92,0.0
3272,RV Restaurant,Lubbock,"Tea, BBQ, Fast Food, American, Seafood",39,0.0
3273,Turning Point Fast Food,Myrtle Beach,"Pizza, Seafood",32,0.0
3274,A Vaishno Bhojnalaya,Charlottesville,"Desserts, Pizza, Bakery, Cafe, Mediterranean",32,3.1
3275,Aim Delhi Cafe,Newark,"Tea, BBQ, Desserts, Seafood",87,3.4
3276,Apni Rasoi,Sault Ste. Marie,"Tea, Chinese, Bakery, Seafood",74,2.8
3277,Blue Bull Cafe,Charlottesville,"French, Pizza, Seafood",12,2.8
3278,Cafe Bethak,Newark,"Desserts, BBQ, Bakery, Mediterranean, Seafood",100,3.4
3279,Cafe Coffee Day,Dillingham,"Indian, Desserts, Seafood",92,3.4
3280,Cafe Coffee Day,Austin,"French, Bakery, BBQ",59,3.2
3281,Chakhlo Food Court,Valparaiso,"Chinese, Pizza, Cafe",45,2.6
3282,Domino's Pizza,Lansing,"Tea, Mexican, Pizza",57,2.5
3283,Frontier,Lihue,"Pizza, Mexican, Fast Food, Mediterranean, Seafood",79,3.0
3284,Good Foods,Washington,"BBQ, Desserts, Seafood",65,3.3
3285,Grain Bell Restaurant,Iron Mountain,"Pizza, Indian, Desserts, Fast Food",53,2.8
3286,Green Chick Chop,Pittsburgh,"Cafe, Mexican, Desserts, Seafood",72,3.1
3287,Grover's - The Baker Shop,Charlotte,"Pizza, Bakery, Chinese, Indian, Seafood",30,3.0
3288,Hookups Cafe & Lounge,Killeen,"Tea, BBQ, Desserts, Seafood",51,3.3
3289,Jai Hind Dairy,Burbank,"Cafe, Desserts",59,2.8
3290,Kaveri,Lake Charles,"French, Bakery, Desserts",11,3.3
3291,Khushboo Vaishno Dhaba,Midland,"Desserts, Cafe, Pizza, Italian, Bakery, Chinese",71,2.9
3292,Korea Restaurant,Shreveport,"Tea, Mexican, Fast Food",97,3.0
3293,Kukkad Nukkad,Gainesville,"Pizza, Seafood",63,3.0
3294,Metro Fast Food,Sacramento,"American, BBQ, Cafe, Indian, Seafood",32,2.6
3295,Mughlai Flavours,Jamestown,"Pizza, French, Bakery, BBQ, Cafe",12,3.2
3296,Pitstop,Martha's Vineyard,"Tea, French, Bakery, BBQ, Cafe",61,3.3
3297,Pizza Hut,Prescott,"French, Bakery, Fast Food",39,3.4
3298,Prince Snacks & Momo's Point,Charlotte,"Tea, Cafe, Desserts, Fast Food",11,3.4
3299,Qash Retro Bar,Plattsburgh,"Cafe, BBQ, Fast Food",75,2.7
3300,Red Chillies,Decatur,"Desserts, Tea, BBQ, Cafe, Indian",13,3.3
3301,Samrat Bakers,Santa Fe,"Tea, Bakery, Mediterranean, Desserts",40,2.6
3302,Samrat Restaurant,Norfolk,"Seafood, Cafe, Fast Food",72,3.4
3303,Shammi Bhai Lassi Wala,San Francisco,"Cafe, French, Pizza, Mediterranean",78,3.2
3304,Shooters Lounge and Bar,White Plains,"Chinese, BBQ, Cafe, Fast Food",15,2.7
3305,Singh Ching,Fairbanks,"Pizza, Fast Food",92,3.4
3306,Southy,Salisbury,"Pizza, BBQ",69,2.6
3307,Take n Taste Shawarma Zone,West Palm Beach,"Cafe, Pizza, Bakery",91,3.0
3308,The Night Owl,New Orleans,"Tea, Cafe, Bakery, BBQ",22,2.8
3309,Tilak's The Diners,Harrisburg,"Cafe, American, BBQ, Fast Food",24,3.1
3310,Spezia Bistro,Pellston,"Tea, Mexican, BBQ, Bakery, Cafe",84,4.6
3311,Cent Percent The Pastry Shop,Plattsburgh,"French, Mexican, BBQ, Cafe",25,3.6
3312,For God's Cake,Grand Forks,"Mexican, American, BBQ, Pizza",21,3.9
3313,Laxmi Ice Cream,Cheyenne,"Tea, Cafe, Bakery, Seafood",45,3.7
3314,Mirch Masala MM Cafe,Richmond,"Desserts, Bakery, Cafe, Indian, Seafood",32,3.7
3315,Moh Maya Cafe,Salina,"Desserts, Bakery, BBQ, Mediterranean, Seafood",62,3.7
3316,QD's Restaurant,Louisville,"Mexican, Bakery, Fast Food, Cafe, Seafood",60,3.9
3317,SuperHero Cafe,Deadhorse,"Tea, Cafe, Desserts, Seafood",73,3.8
3318,Suresh Fast Food,Iron Mountain,"Tea, BBQ, Pizza, Desserts",93,3.7
3319,Wood Box Cafe,Amarillo,"Desserts, French, Fast Food, Cafe, American",11,3.8
3320,Best Biryani,Belleville,"Cafe, Pizza, Desserts, Fast Food",19,0.0
3321,Derawal Soda Fountain,San Francisco,"Tea, Bakery, Indian, American",52,0.0
3322,Eat & Gulp,Santa Maria,"Fast Food, Pizza, Mediterranean, Italian",52,0.0
3323,L.N Live Kitchen,Green Bay,"French, Pizza, Indian, Fast Food",52,0.0
3324,Papa Buns,Dallas,"French, Pizza, Indian, Fast Food",75,0.0
3325,Preet Fast Foods,Fort Leonard Wood,"Cafe, Pizza",47,0.0
3326,Sikkim Chinese Food,Harlingen,"Desserts, Tea, French, Bakery, Fast Food, Chinese",82,0.0
3327,Tawa King,Seattle,"Desserts, Tea, Cafe, Bakery, Chinese",74,0.0
3328,The Pork Shop,Grand Forks,"Cafe, Indian, Desserts",79,0.0
3329,TiffinToons,Dallas,"Seafood, Mediterranean, Desserts, Fast Food",99,0.0
3330,Vaishno Rasoi,Victoria,"Desserts, Pizza, Mexican, Cafe, Indian, Seafood",73,0.0
3331,Sagar Ratna,Dodge City,"Tea, Seafood, Desserts, Fast Food",65,2.4
3332,Slice of Italy,Fresno,"Desserts, Tea, Pizza, Mexican, Cafe",16,2.4
3333,Bakar The Cafe,Brownsville,"Cafe, Fast Food",35,4.1
3334,Indus Flavour,Pittsburgh,"Tea, Italian, French, Bakery, Cafe, Seafood",67,4.1
3335,Raw Creams,Santa Rosa,"Cafe, Pizza, Indian, Seafood",38,4.3
3336,Ricos,Valparaiso,"Tea, Mexican, BBQ, Fast Food",89,4.3
3337,The Hudson Cafe,Albuquerque,"Pizza, French, Bakery, Fast Food, Cafe",43,4.4
3338,YOLO 21,Hyannis,"Mexican, Desserts, Fast Food",50,4.2
3339,Assam Food Stall,Longview,"Bakery, Mediterranean, Fast Food",31,2.8
3340,Darbar E Awadh,Charlottesville,"French, BBQ, Desserts, Seafood",63,3.2
3341,Hotel Tamil Nadu,Johnstown,"French, Pizza, Desserts",87,3.1
3342,Incrivel Goa,Scottsbluff,"Bakery, BBQ, Cafe, Mediterranean, Seafood",49,2.5
3343,Lakshadweep,Latrobe,"French, Desserts, Fast Food",27,2.8
3344,Odisha,Greer,"Tea, Seafood, Pizza, Italian",32,3.1
3345,Rajasthan Food Stall No. 1,Ketchikan,"Pizza, Mexican, Fast Food, Cafe, Seafood",70,3.4
3346,Shillong View,Valparaiso,"Desserts, Fast Food, Chinese, American, Seafood",10,3.0
3347,Wazwan,Minot,"Tea, Pizza, Mediterranean",81,3.1
3348,Zayaka,Branson,"Tea, Chinese, Seafood",54,2.8
3349,Bihar ki Rasoi,Buffalo,"Tea, Bakery, Desserts",90,3.5
3350,Bijoli Grill,New Bern,"Desserts, Pizza, American, Cafe, Indian",23,3.7
3351,Maharashtra Food Stall,Reno,"Pizza, French, Bakery, BBQ, Fast Food",12,3.6
3352,Manipur Food Stall,Salina,"Cafe, Pizza, BBQ, Seafood",41,3.6
3353,Momo Mia,Longview,"Desserts, Pizza, French, BBQ, Chinese",19,3.8
3354,Mother Dairy Ice Cream,Gainesville,"Fast Food, Pizza, Italian",31,3.5
3355,Nagaland,Reno,"Desserts, Pizza, BBQ, Italian",45,3.7
3356,Navdanya Organic Food Cafe,Norfolk,"Fast Food, Cafe, BBQ, Seafood",54,3.5
3357,Tashi Delek Food Stall,Ponce,"Desserts, Pizza, Fast Food, American, Seafood",71,3.5
3358,Punjabi Rasoi,Idaho Falls,"Desserts, Cafe, Pizza, Chinese, Seafood",86,2.3
3359,Aggarwal Bikaner Sweets,Portsmouth,"Tea, Italian, Fast Food, Cafe, Indian, Seafood",13,3.0
3360,Angels Kitchen,Ithaca,"Mediterranean, Desserts, Seafood",78,3.2
3361,Bedi's Kabab Corner,Owensboro,"Italian, Bakery, Fast Food, Chinese, Seafood",76,3.2
3362,Bravo Diet Food and Nutrition,Jacksonville,"Desserts, Tea, Bakery, American, Seafood",34,3.0
3363,Chacha Chicken,La Crosse,"Tea, Seafood",91,2.8
3364,Chao Cart,Great Falls,"Pizza, Desserts",69,3.3
3365,Chimney,Erie,"Cafe, BBQ",81,2.9
3366,Chutneez Ishtyle Bar and Dining,Newport News,"Cafe, Seafood",91,3.3
3367,Deep Chicken Point,Green Bay,"Pizza, BBQ",68,3.0
3368,Domino's Pizza,Tucson,"Cafe, Bakery",84,3.3
3369,Govind Dhaba,College Station,"Tea, Cafe, Desserts, Fast Food",84,3.4
3370,Huddle Cafe,Muskegon,"Pizza, Bakery, BBQ, Italian",10,3.4
3371,Kovilakam,Hibbing,"French, Pizza, Seafood",42,3.2
3372,Mathur's Kitchen,Yuma,"Tea, Cafe, Fast Food, Chinese, American",100,2.6
3373,McDonald's,Bangor,"Desserts, Mexican, Fast Food, Chinese, Seafood",20,3.3
3374,New South Indian Hut,Medford,"BBQ, Mediterranean, Seafood",23,3.1
3375,Night Bite,Roanoke,"Fast Food, Chinese, Cafe, Italian",100,2.6
3376,Pizza Station,Escanaba,"Tea, Mexican, Bakery, Fast Food, Seafood",46,3.0
3377,Pummy Restaurant,Lewiston,"Fast Food, Bakery, BBQ, Italian",88,2.7
3378,Republic of Chicken,New Bern,"Cafe, Seafood",21,3.0
3379,Salt N' Pepper,Bloomington,"Desserts, French, Mexican, Bakery, Seafood",24,2.7
3380,Shahi Zaikaa,Paducah,"Seafood, Fast Food",66,3.0
3381,Shubham,Ithaca,"Desserts, Mexican, Cafe, Indian, Seafood",52,2.7
