,NAME,room type,price,minimum nights,review rate number,house_rules,maximum occupancy,city
1724,"Cozy, Spacious and private apartment in NYC",Entire home/apt,481.0,2.0,4.0,,4,Tampa
1725,Beautifully Decorated Entire Floor of Brownstone,Entire home/apt,549.0,5.0,2.0,No pets & No smoking,4,Hagerstown
1726,The Manhattanville,Shared room,481.0,3.0,4.0,No parties,1,Ponce
1727,Master Bedroom- Beautiful Bed Stuy,Private room,808.0,,5.0,No smoking,1,Gillette
1728,"Midtown 1BR Duplex w/ Gym, Doorman + Great views by Blueground",Entire home/apt,525.0,60.0,4.0,,4,Pensacola
1729,Apt in Heart of Williamsburg,Entire home/apt,814.0,4.0,2.0,No parties & No children under 10,5,Montgomery
1730,Amazing room in Williamsburg House,Private room,74.0,2.0,3.0,No smoking,1,Adak Island
1731,Artistic apartment in the Heart of Manhattan,Entire home/apt,1169.0,4.0,5.0,No smoking,4,Martha's Vineyard
1732,Luxurious 1 Bedroom in Times Square,Entire home/apt,1029.0,30.0,4.0,No smoking & No pets,4,Hartford
1733,Huge Bedroom Next to Lines Q & 6 UPPER EAST SIDE,Private room,861.0,3.0,4.0,No visitors & No children under 10 & No parties,2,Joplin
1734,bedroom in front of prospect park  w/2 queens beds,Private room,165.0,2.0,3.0,No children under 10,2,Binghamton
1735,Country Manhattan Private Bedroom Suite,Private room,427.0,5.0,1.0,No smoking,2,Kalamazoo
1736,Plant & pet-friendly LOFT in the UWS,Private room,822.0,3.0,3.0,No pets & No visitors,1,Minot
1737,Electric NYC + Luxury Room = Best vacation ever!,Private room,182.0,3.0,4.0,No children under 10,2,Adak Island
1738,Private Guest Suite  Less than 10 min to JFK :),Entire home/apt,530.0,1.0,5.0,No parties & No visitors,4,West Yellowstone
1739,Harlem apartment,Private room,133.0,1.0,4.0,No pets,1,Albuquerque
1740,Sunny Williamsburg Artist's Loft,Entire home/apt,721.0,4.0,2.0,No smoking,7,Sheridan
1741,Sun Drenched Spacious Loft in NYCs Trendiest Hood,Entire home/apt,848.0,3.0,2.0,No children under 10,8,Trenton
1742,Hells Kitchen hideaway,Entire home/apt,494.0,5.0,4.0,No smoking & No children under 10 & No pets,4,Pago Pago
1743,Convenient / Spacious 1BR in Union Square,Entire home/apt,801.0,2.0,1.0,No children under 10,8,Bozeman
1744,"Manhattan: large 3bed/2bath, new reno, central LES",Shared room,768.0,60.0,3.0,No children under 10,1,Anchorage
1745,Totally Renovated Plush loft apartment,Entire home/apt,835.0,4.0,2.0,No pets,7,Fort Lauderdale
1746,Big Size Room in a 2 Bedroom Apt,Private room,850.0,4.0,4.0,No parties,2,Traverse City
1747,Cozy & Bright Room w/ Big Window!!,Private room,1069.0,30.0,2.0,No smoking,2,Monterey
1748,BEAUTIFUL 2 BEDROOM APARTMENT,Entire home/apt,282.0,3.0,4.0,No visitors,3,Worcester
1749,"Gorgeous 2 bedroom apt in Ditmas Park
1300 ft.²",Entire home/apt,713.0,2.0,4.0,No parties,5,Shreveport
1750,Clean One Bedroom Apartment,Entire home/apt,495.0,3.0,1.0,,2,Sioux Falls
1751,UES charm,Entire home/apt,227.0,1.0,4.0,No smoking & No pets,3,Jackson
1752,Brooklyn Garden Apartment,Entire home/apt,417.0,13.0,5.0,No children under 10,4,Long Beach
1753,Garden Apartment in Artist’s Historical Brownstone,Entire home/apt,1192.0,1.0,5.0,,10,Atlanta
1754,Cozy Harlem room w/ a view! Near Central Park!,Private room,554.0,30.0,4.0,No visitors,2,Bemidji
1755,Brooklyn Museum of Art 2 Bedroom Gem!,Entire home/apt,940.0,4.0,4.0,No smoking,6,Joplin
1756,Huge guest suite with private bath and kitchen.,Private room,476.0,5.0,5.0,No visitors,1,Redding
1757,"Private Bedroom on Upper West, Manhattan",Private room,1021.0,12.0,4.0,No visitors,1,Sitka
1758,Cozy room close to the city center 61F1,Private room,632.0,30.0,4.0,No visitors & No smoking,2,Hartford
1759,Room for rent shared bathroom,Private room,557.0,1.0,5.0,No smoking,2,Tucson
1760,E20's- Charm and modern Elevator studio- Quiet,Entire home/apt,1012.0,7.0,5.0,,9,Monroe
1761,Private Room in Brooklyn,Private room,1191.0,1.0,4.0,,1,Dubuque
1762,Location! Room in Bklyn 10 minutes to Manhattan U1,Private room,287.0,2.0,5.0,No visitors & No children under 10,1,Scottsbluff
1763,Lovely room in heart of Williamsburg,Private room,61.0,2.0,4.0,No pets,1,Nashville
1764,Cozy studio basement in heart of Brooklyn,Private room,489.0,2.0,4.0,No pets & No smoking & No children under 10,1,Syracuse
1765,Cozy Space in Crown Heights,Private room,72.0,1.0,1.0,No pets & No children under 10,2,Columbia
1766,Private room in Jackson Heights Apartment 2+,Private room,1081.0,1.0,1.0,No parties,1,Orlando
1767,Single private Bedroom in a beautiful House,Private room,954.0,3.0,5.0,No parties,1,Pittsburgh
1768,"Convenient Midtown 1BR w/ Gym, W/D, Doorman, Baclony, by Blueground",Entire home/apt,265.0,30.0,5.0,No pets,2,Dothan
1769,Williamsburg Apartment with Private Backyard,Entire home/apt,343.0,2.0,4.0,No parties,3,Honolulu
1770,Spacious and bright 1 bedroom apartment,Entire home/apt,523.0,7.0,4.0,No smoking,3,Indianapolis
1771,Your joyful and comfy space near 7 train,Private room,648.0,1.0,5.0,No parties,1,Gustavus
1772,#NycArtBNB Luxury West Village 1 Bedroom,Entire home/apt,704.0,1.0,3.0,No smoking,6,Ponce
1773,Sunny Artesian apartment,Private room,269.0,2.0,4.0,No visitors,2,Butte
1774,High Rise Luxury 1bdr Apt by Time Square,Entire home/apt,731.0,2.0,3.0,No parties & No children under 10 & No pets,6,Harlingen
1775,NYC pad without the NYC price tag,Entire home/apt,954.0,4.0,3.0,No parties & No visitors & No smoking,7,Rhinelander
1776,Cozy Cat Cave in Bushwick,Private room,661.0,1.0,5.0,No visitors & No smoking & No children under 10,1,Punta Gorda
1777,Cozy bedroom - Nearby Fort Greene Park & Dumbo,Private room,322.0,1.0,3.0,No smoking,1,Sanford
1778,Lifestlye Stay In Downtown Brooklyn,Entire home/apt,332.0,10.0,2.0,No children under 10,2,Madison
1779,Beautiful 2BR Flex Factory Loft,Entire home/apt,151.0,30.0,2.0,No smoking & No pets,3,Hattiesburg
1780,"3min to Grand Ave subway, newly built in 2015",Private room,815.0,30.0,4.0,No smoking,2,Killeen
1781,Quiet Queens Basecamp,Private room,202.0,1.0,2.0,No smoking & No parties,2,Cedar City
1782,Gorgeous sunny room in fabulous Brooklyn duplex,Private room,845.0,3.0,4.0,No parties & No smoking,1,Santa Ana
1783,Clean and Comfy Private Bedroom,Private room,867.0,1.0,1.0,,1,Brunswick
1784,A Discounted room in heart of New York !,Private room,1091.0,2.0,5.0,No parties,2,Ketchikan
1785,Apartment in the Heart of Manhattan,Entire home/apt,694.0,14.0,3.0,No smoking,3,Niagara Falls
1786,Huge Bed-Stuy Townhouse,Private room,967.0,7.0,4.0,,1,Sanford
1787,Sunny Lower East Side bedroom,Private room,961.0,2.0,3.0,,1,Philadelphia
1788,Cozy one bedroom apartment,Entire home/apt,321.0,1.0,5.0,No smoking,2,Watertown
1789,Clean & Spacious Apt. 2 min. to Subway,Entire home/apt,108.0,2.0,5.0,No parties,2,Greenville
1790,Gramercy & Madison Park CONDO 3 BED 2BATH,Entire home/apt,1194.0,3.0,2.0,No smoking & No pets,4,Idaho Falls
1791,Best Nest.,Private room,371.0,1.0,4.0,No pets,2,Los Angeles
1792,Industrial artsy loft in Williamsburg,Entire home/apt,905.0,5.0,2.0,No parties & No children under 10,2,Greer
1793,Country in the City,Entire home/apt,851.0,3.0,2.0,No pets,5,Sanford
1794,"New Apt near Central Park, Broadway, Museums",Entire home/apt,,3.0,2.0,No children under 10,3,College Station
1795,Private Room on the Upper West Side,Private room,90.0,2.0,4.0,No children under 10,1,Wenatchee
1796,Brand New Cozy Woodside Studio- Close to NYC,Entire home/apt,781.0,1.0,2.0,No pets & No smoking,2,Presque Isle
1797,"2nd Floor, Room # 3 (9'x12')",Private room,884.0,7.0,3.0,No children under 10,1,Eugene
1798,Very Private One Bedroom Apt near NYU in Manhattan,Entire home/apt,721.0,1.0,4.0,,6,Juneau
1799,Loft Bedroom in Duplex 3BR & Private Roof,Private room,479.0,2.0,3.0,No children under 10,1,Bangor
1800,Verona TwentyOne - RODFRED COMFORT,Entire home/apt,738.0,1.0,4.0,,6,Abilene
1801,Small Private Room in quiet Manhattan Apt,Private room,105.0,4.0,5.0,No visitors,1,Seattle
1802,"Spacious Private Room, lots of character & light",Private room,1087.0,1.0,3.0,No parties & No pets,1,Myrtle Beach
1803,"Wyndham Midtown: E 45th St., NYC",Entire home/apt,614.0,3.0,5.0,,3,Birmingham
1804,Spacious Bedroom in Full Floor East Village Apt,Private room,78.0,1.0,5.0,No smoking & No visitors,2,Mobile
1805,Apartment in beautiful Brooklyn Heights,Entire home/apt,1113.0,5.0,2.0,No smoking,10,Binghamton
1806,Cozy room in 3 BR Williamsburg apartment,Private room,173.0,2.0,1.0,,1,Pago Pago
1807,Cozy East Village Studio Apartment,Entire home/apt,910.0,2.0,3.0,No children under 10,3,Vernal
1808,"A Prime location private room furnished 3br,2b ap",Private room,505.0,5.0,5.0,,1,San Luis Obispo
1809,East Village/Union Square Flat,Entire home/apt,914.0,5.0,4.0,No children under 10 & No smoking,9,Gillette
1810,The Clean Comfortable Modern Lounge,Entire home/apt,331.0,2.0,2.0,No pets & No children under 10 & No smoking,2,Allentown
1811,Private bedroom in BedStuy!,Private room,1107.0,10.0,4.0,No smoking,1,Rockford
1812,"Quiet, Comfortable Studio in Chelsea/Village",Entire home/apt,222.0,1.0,2.0,No children under 10,2,King Salmon
1813,Spectacular apartment in Astoria near everywhere,Private room,110.0,2.0,3.0,No visitors,1,Baton Rouge
1814,Modern cozy stay,Private room,324.0,3.0,3.0,No parties,1,Boise
1815,Nice apartment 4 Springbreak in NY,Private room,391.0,3.0,4.0,No pets & No visitors,2,Charlotte
1816,"15 min  Manhattan. Quiet, Safe, Clean, Good  price",Shared room,239.0,7.0,4.0,No pets,1,Bethel
1817,Quiet room in apt Williamsburg 10 mins to City,Private room,639.0,2.0,2.0,No pets,2,Peoria
1818,Comfortable Space in the Center of Brooklyn,Entire home/apt,354.0,2.0,3.0,No visitors,2,Kearney
1819,High SkyView  W&D GYM Doorman 5180,Entire home/apt,318.0,30.0,5.0,No smoking & No visitors & No children under 10,2,San Jose
1820,Beautiful 2 Bedroom in Quaint Cobble Hill,Entire home/apt,1081.0,6.0,4.0,No smoking & No parties,3,St. Cloud
1821,Sunny Space in Sunnyside - 15 min to Times Square.,Private room,665.0,1.0,4.0,No smoking,1,Hartford
1822,Bright & Spacious Artist loft in BK!,Private room,256.0,7.0,2.0,,1,Mission
1823,Artfully Renovated Brownstone Space,Entire home/apt,241.0,4.0,2.0,No children under 10 & No pets & No visitors,2,Jamestown
1824,NYC Midtown West  2-BR Apt near Theater District!,Entire home/apt,488.0,30.0,5.0,No parties & No children under 10,2,Hilton Head
1825,Calm & Clean 1 Bedroom in East Village/ Gramercy,Entire home/apt,368.0,5.0,5.0,No children under 10 & No pets,2,Dickinson
1826,Chic apartment in Brooklyn with stunning view,Private room,1113.0,5.0,1.0,No smoking,1,Bishop
1827,Brooklyn Cultural Chateau: Sunny Private Room,Private room,275.0,2.0,3.0,No smoking & No parties,2,Petersburg
1828,Warm Secluded Room in Flatbush (Rm# 1),Private room,1024.0,3.0,3.0,No parties & No smoking,2,Kahului
1829,Gay friendly,Private room,1004.0,1.0,3.0,No children under 10,2,Newburgh
1830,• Eye Catching Views  | Luxurious 1 Bedroom •,Entire home/apt,1045.0,30.0,3.0,No visitors,6,Panama City
1831,"Bright, Williamsburg bedroom with private balcony",Private room,1021.0,2.0,2.0,No parties & No pets,2,Phoenix
1832,Cozy & Private Bedroom only 30-35 min to Manhattan,Private room,972.0,1.0,5.0,No pets & No visitors,2,Idaho Falls
1833,STUDIO.STYLE.BEDROOM+PRIVATE.BATHROOM+TOP.LOCATION,Private room,684.0,2.0,5.0,No children under 10 & No smoking,2,Fort Leonard Wood
1834,Spacious Studio Apartment with Full Size Kitchen,Private room,747.0,15.0,2.0,,2,State College
1835,Amazing Private room near Central Park,Private room,741.0,30.0,5.0,,2,Austin
1836,"*Solo NY Explorer | Comfy, Quiet Space",Private room,439.0,5.0,4.0,No pets & No parties & No smoking,2,Indianapolis
1837,First Class Suite in Midtown Manhattan | Manhattan Skyline View,Private room,105.0,1.0,5.0,No smoking & No parties & No pets,1,Paducah
1838,Beautiful Spacious 2 Bedroom Apt,Entire home/apt,1181.0,2.0,5.0,No pets & No parties,5,Adak Island
1839,Long Island City Living,Entire home/apt,315.0,3.0,3.0,No pets & No children under 10,3,Minot
1840,A King Size Bed in private room in NYC!,Private room,446.0,2.0,3.0,No children under 10 & No parties & No pets,2,Petersburg
1841,Pure luxury one bdrm + sofa bed on Central Park,Entire home/apt,243.0,2.0,3.0,No smoking & No parties,3,Rockford
1842,Great space,Entire home/apt,594.0,1.0,3.0,,2,Bozeman
1843,Bespoke 2 Building Garden Apartment,Entire home/apt,1140.0,6.0,2.0,,8,Washington
1844,South Williamsburg Condo - Rooftop & Balcony,Entire home/apt,62.0,3.0,3.0,No visitors & No children under 10 & No parties,3,Tyler
1845,A large room in 2br apartment,Private room,208.0,8.0,4.0,,2,Paducah
1846,High Tower Luxurious 1 Bedroom in Times Square,Entire home/apt,398.0,30.0,1.0,No children under 10 & No pets,2,Bethel
1847,Huge Space in Brooklyn's Most Beautiful Area,Private room,911.0,2.0,5.0,No visitors,1,Greenville
1848,"Clean & Sunny room in UES, Doorman+Sunroof+GYM",Private room,868.0,7.0,4.0,,1,Kalamazoo
1849,Modern Williamsburg Apartment,Entire home/apt,892.0,3.0,2.0,No visitors,4,Midland
1850,Massive Room available in Luxury UES Building,Private room,376.0,1.0,5.0,No visitors,2,Monroe
1851,Lincoln Center Area 1 Bed,Entire home/apt,1052.0,30.0,2.0,No parties,3,Montrose
1852,Stylish One Bedroom Apartment!!,Entire home/apt,1124.0,3.0,5.0,No parties,3,Grand Rapids
1853,Central & Cute Studio by Union Sq!,Entire home/apt,1001.0,3.0,2.0,No smoking & No parties,10,Sault Ste. Marie
1854,Plant and Book lovers paradise in Hip Williamsburg,Entire home/apt,266.0,3.0,2.0,No pets,3,Medford
1855,"Huge, Bright, clean Bushwick blocks from train",Private room,814.0,20.0,4.0,No parties,1,Newark
1856,AWESOME LOCATION STEPS TO L TRAIN !,Private room,108.0,28.0,3.0,,2,Flagstaff
1857,Luxury apartment in queens,Entire home/apt,333.0,2.0,5.0,No parties,2,Riverton
1858,Luxury Apartment in Williamsburg!,Entire home/apt,436.0,5.0,3.0,No parties & No children under 10 & No smoking,2,Appleton
1859,1 Bedroom Apt with Terrace in East Village-Terrace,Entire home/apt,172.0,4.0,5.0,No parties,3,Hagerstown
1860,Wow Historical Brooklyn New York!@!,Entire home/apt,126.0,3.0,5.0,,2,El Paso
1861,"Inviting , Cozy and Clean and room like home.",Private room,186.0,3.0,5.0,No parties & No visitors & No children under 10,1,Fort Wayne
1862,"Sunny, private room !Sheepshead Bay Area.",Private room,1034.0,5.0,5.0,No parties & No visitors & No smoking,1,Hobbs
1863,A WONDERFUL Place is Waiting 4U in Brooklyn !!!,Entire home/apt,160.0,3.0,3.0,No visitors,2,Myrtle Beach
1864,1 Bedroom,Private room,244.0,1.0,3.0,No pets,1,Florence
1865,Beautiful Studio on Tree-Lined St.,Entire home/apt,761.0,4.0,5.0,No parties,3,Yakutat
1866,Heart of Soho! Cute studio with clean finishes!,Entire home/apt,969.0,4.0,4.0,No pets & No smoking,5,West Palm Beach
1867,"@Ferry,2Bedroom/3beds.Private,Renovated/Stylish...",Entire home/apt,969.0,4.0,4.0,No visitors & No pets,4,Wichita Falls
1868,Skyline View Piano Room,Private room,395.0,1.0,5.0,No pets,1,Traverse City
1869,Bright and cozy bedroom in Williamsburg,Private room,499.0,1.0,2.0,No pets,2,Augusta
1870,"Brooklyn Love, Close to the City!!",Entire home/apt,655.0,2.0,2.0,No pets & No visitors & No children under 10,6,Montrose
1871,Best Location! Spacious 3BR in Center of NYC!,Entire home/apt,147.0,2.0,3.0,No smoking,3,San Jose
1872,Stunning 2 bedroom Apt - Breathtaking views!!,Entire home/apt,914.0,30.0,4.0,No pets,4,Manhattan
1873,Top floor of an amazing duplex,Private room,509.0,1.0,3.0,No parties,2,Philadelphia
1874,"Bright Guest Room with Balcony, Harlem",Private room,854.0,3.0,2.0,No children under 10,1,Everett
1875,Sunny Brooklyn Studio: 25 min to central Manhattan,Entire home/apt,199.0,4.0,2.0,No parties & No children under 10 & No pets,2,Lake Charles
1876,Eco  private room for 4 best location to Mahanttan,Private room,1036.0,2.0,2.0,No smoking,1,Boston
1877,Private room in Wash Heights NYC,Private room,1154.0,4.0,2.0,No pets,1,Cordova
1878,Spacious 3-Bedroom Bushwick Duplex,Entire home/apt,992.0,5.0,2.0,No parties & No pets,9,Erie
1879,Amazing HK one bedroom apartment,Entire home/apt,221.0,1.0,1.0,No children under 10,2,Bristol
1880,Bedroom with Patio in Prime Williamsburg Location!,Private room,218.0,3.0,2.0,No parties & No pets,1,Columbia
1881,Zen & Cozy Room In Astoria,Private room,1113.0,3.0,2.0,No smoking & No children under 10,1,Brunswick
1882,Huge Williamsburg Loft (true loft!),Entire home/apt,82.0,2.0,2.0,,3,Saipan
1883,Hudson Yard - Bright Double Double  Room,Private room,880.0,1.0,5.0,No pets & No visitors,2,Phoenix
1884,Gorgeous 1BR brownstone in Harlem close to trains,Entire home/apt,430.0,15.0,5.0,No visitors & No pets,3,Palm Springs
1885,Best Location in NYC | 2 Bedroom Gem!,Entire home/apt,636.0,3.0,4.0,No parties,6,Roswell
1886,Oversized bedroom with living space,Private room,908.0,20.0,3.0,No pets & No smoking,2,Grand Rapids
1887,*Fresh Budget Room,Private room,262.0,2.0,4.0,No visitors & No smoking,1,Dallas
1888,Sunny Room in Renovated Brooklyn Townhouse,Private room,626.0,3.0,3.0,No pets & No visitors,2,Honolulu
1889,"Huge, New and Green Oasis in Brooklyn",Entire home/apt,318.0,2.0,3.0,No children under 10,2,Tucson
1890,Sunny well-located room near Times Sq. 41D2,Private room,55.0,7.0,3.0,No smoking,1,Harrisburg
1891,Luxury private whole apartment 6 people Bushwick!!,Entire home/apt,787.0,2.0,2.0,No smoking,2,Hancock
1892,Brooklyn 3Bed 1Bath 8minute Subway 30 to Manhattan,Entire home/apt,916.0,2.0,3.0,No visitors & No pets & No parties,2,Williston
1893,"Sunny, Friendly, Brooklyn Apartment",Private room,874.0,1.0,4.0,No pets,2,Atlanta
1894,Cozy&Quiet&Modern sky life in New York,Private room,302.0,14.0,2.0,No parties,2,Sault Ste. Marie
1895,Charming One Bedroom in South Harlem,Entire home/apt,235.0,2.0,5.0,,3,Tallahassee
1896,PRIME apartment in East Village!,Entire home/apt,776.0,2.0,4.0,No pets,7,Binghamton
1897,Cozy/bright Clinton Hill studio,Entire home/apt,614.0,6.0,1.0,No visitors & No pets & No children under 10,3,Hancock
1898,Two Charming Bedrooms in the Lower East Side,Private room,435.0,1.0,4.0,,1,Cordova
1899,3-BDRM/2 BATH Apartment AMAZING LOCATION on UWS!,Entire home/apt,75.0,3.0,4.0,No children under 10,3,Evansville
1900,SOHO 1st Floor | Two Story Apt + Private Backyard,Entire home/apt,102.0,5.0,4.0,No smoking & No children under 10,3,Pocatello
1901,Clean and bright with a comfortable atmosphere,Private room,546.0,4.0,3.0,No pets & No parties,1,Wichita
1902,Brooklyn Retreat,Entire home/apt,1161.0,2.0,3.0,No pets,3,King Salmon
1903,New York I Love You 7 Bedrooms,Entire home/apt,400.0,3.0,4.0,No parties & No visitors,3,Traverse City
1904,Spacious room in front of prospect park,Private room,259.0,1.0,5.0,,2,State College
1905,Sunny Williamsburg Apt (1 month min stay),Private room,409.0,28.0,3.0,No parties & No smoking,1,Helena
1906,LL2,Private room,61.0,2.0,5.0,No parties & No pets & No smoking,2,Wichita
1907,"Lovely, charming and clean bedroom in Manhattan.",Private room,69.0,1.0,2.0,No smoking,2,Detroit
1908,Sunny Room in heart of hippest Manhattan 'hood,Private room,1010.0,15.0,4.0,No parties,1,Spokane
